Business_id,top1,top2,top3
9VMAIC2JCKDPpqBx534W6Q,50 % of the reviews are talking about the food quality,50 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
9VSg0N2M11Y6aL6LgoBYgQ,50 % of the reviews are talking about the food quality,37 % of the reviews are talking about the Service,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
9WAo6J2-9mxMo8UQrA_G8A,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
9Xsjz292QEFVff_p03qsZQ,46 % of the reviews are talking about the Service,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",7 % of the reviews are talking about the food quality
9cYYusmNE0qdfT7pqfdc5w,66 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
9pvJiPUzB5JTqhNTloKjvA,"46 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,17 % of the reviews are talking about the food quality
9rfabZGgdycpLZgDah8AlQ,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
9uhQx8mHK-C1h-cPoDnStA,80 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
9yH1SL2paauMMuxHnV6cBA,44 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
A1YMl0rf3_05HtnL-1noqg,55 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",10 % of the reviews are talking about the food quality
A3lgV--HMpjGzT5mpyLbJQ,33 % of the reviews are talking about the food quality,33 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness."
A501H7iyCmHFovaZ8L3Pkg,42 % of the reviews are talking about the food quality,35 % of the reviews are talking about the Service,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
AE80fzfVnsyeHiiVhwSGMw,53 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",13 % of the reviews are talking about the food quality
AECN4Vg8mQJ8enFrnoZtqQ,66 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
AF-N6i0XCJRPFFOZKp1Pnw,"39 % are talking about other attributes like waiting time, price, ambience and cleanliness.",34 % of the reviews are talking about the Service,26 % of the reviews are talking about the food quality
AO2ZY9we2ceRQI74cmLUYA,47 % of the reviews are talking about the Service,31 % of the reviews are talking about the food quality,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness."
AS0DHJWaQTw2C6M1u6nuuA,75 % of the reviews are talking about the Service,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
AWJhMTYsIYzCIYAIUA-waA,44 % of the reviews are talking about the Service,"35 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
A_mXYtarKK_N2XbyU52k_A,"51 % are talking about other attributes like waiting time, price, ambience and cleanliness.",32 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
AcGRSWCpb7YB95MTsHlGEw,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
Ag5FrqOMQGAKXqdIcpklVw,100 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
Ai2k3oZOXzVqJA72DpfjOw,66 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
AkKZ8bK9KoRUlAU08X9xrA,70 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ApG7b6SZpHTTsX3q6NcXgg,72 % of the reviews are talking about the food quality,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
Athxc1MbotCHRpKOPNnBuw,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
AvT8eHuiECk5nEhKTgsXkQ,50 % of the reviews are talking about the Service,37 % of the reviews are talking about the food quality,"12 % are talking about other attributes like waiting time, price, ambience and cleanliness."
AwrmySGcx7_3piUNRLDf3A,44 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
AzXrAHkynCzlZVKF7-1uXw,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
B-gmkfNy3SEvAZSxXtWACg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
B0785SPM9b805PeWezavmQ,44 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"22 % are talking about other attributes like waiting time, price, ambience and cleanliness."
B2FQX40vJowx0jdLDgjYmg,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
B943S8XGbuKWopCAoDxJZw,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
BG_l5Fp-aBOAxudpl6wStQ,51 % of the reviews are talking about the Service,41 % of the reviews are talking about the food quality,"6 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BHAIidO5o16UpCNY3qTICw,71 % of the reviews are talking about the food quality,14 % of the reviews are talking about the Service,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BK3CTGXxDOSiDbVmNOCiQQ,40 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BLML3lO-v_eD2AcTXtBPyg,50 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BQHbrLQVB6l1GqX93JIQ2w,42 % of the reviews are talking about the Service,40 % of the reviews are talking about the food quality,"17 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BWS7gSVFPTbQw_FQXzO4og,36 % of the reviews are talking about the food quality,36 % of the reviews are talking about the Service,"27 % are talking about other attributes like waiting time, price, ambience and cleanliness."
BWVMaAZS6DMVk_wU9jVc7w,60 % of the reviews are talking about the Service,20 % of the reviews are talking about the food quality,"20 % are talking about other attributes like waiting time, price, ambience and cleanliness."
B_M-U9KIbBka6eMyTvhzAA,"60 % are talking about other attributes like waiting time, price, ambience and cleanliness.",40 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
BcrTHaJULDlB1XuW4RIb_Q,45 % of the reviews are talking about the Service,"45 % are talking about other attributes like waiting time, price, ambience and cleanliness.",9 % of the reviews are talking about the food quality
